voter_id,district,age_band,race,turnout_history,gender,education,treatment,prior_turnout_rate,donor_propensity,digital_engagement,contactability_score,issue_salience_score,action_taken,donated,pledged_to_vote,clicked_message,message_label,age_order
4267,NC-13,30-44,Latino,Low,Female,Some college,future_forward,0.6780636866807154,0.5577217369741656,0.7390925055117508,22.160308582050874,70.713434025919,1,0,1,1,Future Forward,1
4268,MI-08,18-29,White,Low,Male,Some college,economic_security,0.14922535741381332,0.09403916507874992,0.6556158951710382,53.2211857098235,72.65918049383559,1,0,1,1,Economic Security,0
4269,NC-13,18-29,White,Medium,Female,Some college,economic_security,0.5111070511571513,0.32663017896725705,0.4841338831311453,74.11362148938537,67.24785871034078,1,0,0,1,Economic Security,0
4270,NC-13,45-64,White,Low,Male,High school,community_voice,0.5819391468348271,0.2776149924225899,0.4205090848725554,67.56729403822503,53.294252079603496,1,0,0,1,Community Voice,2
4271,MI-08,30-44,White,Medium,Male,Some college,control,0.05577425695098774,0.44861889792571646,0.32932043593691507,48.007873550905565,33.64728012308643,0,0,0,0,Control,1
4272,GA-06,45-64,Latino,High,Male,College+,economic_security,0.3977419651773836,0.7537967555821611,0.6206089626314157,83.34471149234489,99.0,1,1,1,0,Economic Security,2
4273,MI-08,30-44,Multi/Other,Medium,Female,High school,economic_security,0.6306939223479798,0.2751962627598516,0.5247343756536513,76.50181794779299,63.85724163294638,1,0,1,0,Economic Security,1
4274,TX-32,45-64,Latino,Medium,Male,Graduate,community_voice,0.45352079357120856,0.1726150748370155,0.5475091399034852,54.656683740121984,71.35952097579415,0,1,0,0,Community Voice,2
4275,GA-06,18-29,White,Low,Male,Some college,economic_security,0.53491436580507,0.5066311308056912,0.11746802415894911,43.060970132379396,58.52936400964264,0,0,0,1,Economic Security,0
4276,WI-03,18-29,Black,Medium,Male,Graduate,economic_security,0.98,0.10766626839766036,0.6634252139989133,72.60941884157144,73.91386126529817,1,0,1,1,Economic Security,0
4277,GA-06,18-29,White,Low,Male,Graduate,control,0.45343071545223473,0.1653616678528351,0.3942228457638417,31.0651010822035,66.72875844089275,0,0,0,0,Control,0
4278,MI-08,65+,Latino,Low,Male,Some college,economic_security,0.376479451665635,0.33356108348109015,0.6763230865643814,58.31341111903895,41.9955816712426,0,0,0,0,Economic Security,3
4279,GA-06,30-44,White,Medium,Female,High school,control,0.3367716597617854,0.11240826918995761,0.500255850766212,81.96135023461014,79.55521595744118,1,0,0,1,Control,1
4280,MI-08,30-44,White,Low,Female,High school,community_voice,0.8554575713280254,0.19436524975375044,0.3239782138504701,48.41926185023636,77.45615553577355,0,0,0,1,Community Voice,1
4281,MI-08,30-44,Multi/Other,High,Female,High school,community_voice,0.7049638587626459,0.19628485819538552,0.4004430524617261,59.019456979526375,68.56335514201278,0,0,0,0,Community Voice,1
4282,PA-07,18-29,Black,Medium,Male,College+,control,0.5693177956520834,0.35159164883566363,0.1648312249629437,74.73643074568467,79.82915728007352,1,0,1,0,Control,0
4283,WI-03,65+,White,Medium,Female,College+,control,0.4974935612648219,0.5321039233704499,0.6350407245384644,37.574639388825915,40.13348804983971,0,0,0,0,Control,3
4284,GA-06,30-44,Latino,Medium,Female,High school,economic_security,0.4905290815581966,0.2335976628419625,0.5905958532676524,61.360861201607875,55.30987390366982,1,1,0,1,Economic Security,1
4285,TX-32,18-29,Latino,Low,Male,Some college,future_forward,0.4334450415861703,0.3920224426357869,0.1834396759899308,36.81395346816713,76.91921716837662,1,0,1,1,Future Forward,0
4286,MI-08,45-64,White,Low,Female,High school,economic_security,0.7591994339996273,0.15538346135956838,0.032261397395498,28.649392810540462,78.94962959867541,1,0,1,1,Economic Security,2
4287,NC-13,45-64,Black,Low,Female,College+,economic_security,0.7274194272788941,0.3345182350600548,0.25814708498176336,55.98220677569517,45.87734594203691,0,0,0,1,Economic Security,2
4288,GA-06,18-29,White,Medium,Male,Some college,future_forward,0.6488045172764549,0.2232027908284004,0.6117110349795145,41.18599086470748,83.97114676863774,0,0,0,0,Future Forward,0
4289,WI-03,30-44,Latino,Medium,Female,High school,control,0.42063485019396696,0.38330861847357367,0.3528015553313356,57.324227067476855,61.81511210693075,0,0,0,0,Control,1
4290,MI-08,18-29,White,High,Male,Graduate,community_voice,0.21002365928352848,0.43449582108921114,0.48683174963096876,47.723451243143785,55.7762899332042,1,1,0,1,Community Voice,0
4291,PA-07,65+,Latino,Low,Male,College+,community_voice,0.4770388977386226,0.16115807023993758,0.3066010855394825,53.56226777850671,54.365523207765804,1,0,1,0,Community Voice,3
4292,AZ-01,65+,White,Low,Male,College+,future_forward,0.4427326705146248,0.5771255445848987,0.7226754396001194,85.10284146631942,68.69916218523414,1,0,1,1,Future Forward,3
4293,PA-07,18-29,White,Low,Female,High school,control,0.4868569473151181,0.6413643660212418,0.44885634567388055,63.82874697689401,75.21763406164128,1,1,1,1,Control,0
4294,GA-06,18-29,White,Low,Male,College+,control,0.4742386995759824,0.3630456473204382,0.49751350358337615,38.444938731062905,62.4967022828181,0,0,0,0,Control,0
4295,NC-13,30-44,Latino,Medium,Male,Graduate,future_forward,0.6232175892282935,0.41038095505073846,0.19718121213404471,70.99797047327286,79.15639359803096,0,0,0,0,Future Forward,1
4296,PA-07,45-64,Asian,Medium,Female,High school,future_forward,0.8297263732205562,0.6537637727336759,0.27164529533632953,73.02033870453023,50.36848439953806,1,0,1,0,Future Forward,2
4297,GA-06,45-64,Black,Medium,Male,College+,economic_security,0.629114355412602,0.31244375225111976,0.2331671477983144,73.8796389257967,36.65069605585908,1,0,0,1,Economic Security,2
4298,NC-13,65+,Latino,Medium,Female,College+,community_voice,0.5888558580258373,0.09667042440089169,0.4333837626208004,80.88788117882208,74.66206653565412,0,0,0,1,Community Voice,3
4299,TX-32,65+,Black,High,Male,Graduate,control,0.29030157496530873,0.1474297639466581,0.44891886161219713,63.3400760439207,62.30387492867687,1,0,0,1,Control,3
4300,GA-06,45-64,Black,High,Female,Graduate,economic_security,0.47805654694345945,0.27120344544220404,0.47631003491819873,60.044425949641216,63.1789492354628,1,0,1,1,Economic Security,2
4301,NC-13,45-64,Asian,Medium,Male,Graduate,community_voice,0.422601150993178,0.10123715575623048,0.7654692942970329,53.16710457923276,89.55732219956107,1,0,1,1,Community Voice,2
4302,GA-06,65+,Latino,Medium,Female,College+,community_voice,0.4802430876392035,0.0449842959068382,0.32124434863252416,46.932730376396705,75.5343224315604,0,0,0,0,Community Voice,3
4303,GA-06,45-64,Black,Low,Male,High school,control,0.7617841114271146,0.370283642371308,0.46306399077460997,50.375800821159444,74.53326540505533,1,0,1,0,Control,2
4304,NC-13,30-44,Asian,Medium,Female,Graduate,economic_security,0.7769734373627204,0.37825233115336443,0.4974354935147029,83.12470649806988,70.32620829799033,1,0,1,1,Economic Security,1
4305,NC-13,45-64,White,Medium,Male,College+,economic_security,0.1804715454647636,0.07197779653046124,0.557437977413574,82.35819712893536,60.87397471158063,1,0,0,1,Economic Security,2
4306,PA-07,45-64,Latino,Medium,Male,High school,community_voice,0.3780626277218892,0.44966792492165425,0.46334522261224126,89.0117870659554,78.96200822695003,1,0,0,1,Community Voice,2
4307,TX-32,30-44,White,Medium,Female,Graduate,control,0.1658095606458166,0.18569511353488685,0.4925776319710946,54.51315864900877,67.63001640574299,1,0,1,1,Control,1
4308,PA-07,18-29,White,High,Male,College+,future_forward,0.9338088702924089,0.3929061933490143,0.5125177240098482,36.6854857896586,89.35278183615615,1,0,1,1,Future Forward,0
4309,MI-08,45-64,Black,Low,Male,Some college,control,0.8531336592724456,0.2999608449469564,0.8608127747125888,69.41056779624438,66.68637026425569,0,0,0,0,Control,2
4310,NC-13,18-29,White,Low,Female,Some college,control,0.6543359669475277,0.2582513645405588,0.3960776022497492,10.0,56.94689491176368,0,1,0,1,Control,0
4311,PA-07,45-64,White,Medium,Male,Graduate,control,0.7406104036294157,0.14624391470848497,0.6084900850675055,42.048124927572815,66.08847948910915,1,0,1,1,Control,2
4312,TX-32,45-64,White,High,Male,College+,economic_security,0.646484360720259,0.48695121365226335,0.5726008831038802,75.5370572465159,69.04147152156507,1,1,0,1,Economic Security,2
4313,PA-07,18-29,Latino,Low,Male,Graduate,community_voice,0.39679686747806653,0.41293061441973733,0.48363864272733875,77.43850695222784,52.284103065779256,0,0,0,0,Community Voice,0
4314,NC-13,45-64,White,Medium,Female,High school,community_voice,0.5534657766653357,0.23061677217958762,0.08194237319551115,31.559318515777026,88.28508003064265,1,0,0,1,Community Voice,2
4315,GA-06,30-44,White,Medium,Male,Graduate,control,0.17273315550774443,0.38101258559822065,0.25498511200581303,52.22757976959714,67.66434182505269,0,0,0,0,Control,1
4316,WI-03,65+,White,High,Male,High school,economic_security,0.6916735368664513,0.440253592741011,0.7526558004675868,80.73915533251852,73.37041593967264,1,0,1,1,Economic Security,3
4317,MI-08,65+,Latino,Medium,Female,High school,community_voice,0.8776606891093451,0.3616361262594043,0.756178490380272,69.10562220097432,42.696452739703524,1,0,1,1,Community Voice,3
4318,NC-13,18-29,White,High,Female,High school,control,0.6966142861603332,0.25683727485492097,0.37603088993407174,89.14499032382506,56.56573059854804,0,0,0,0,Control,0
4319,WI-03,18-29,White,Medium,Male,High school,control,0.42436207555464067,0.27381835666478527,0.35172086242437517,58.06127578019466,41.283592589272835,0,0,0,0,Control,0
4320,GA-06,45-64,Asian,Low,Female,High school,economic_security,0.6891943413927396,0.16495734359806125,0.1634860205015124,61.781942217406005,69.94676909426164,1,0,1,1,Economic Security,2
4321,WI-03,30-44,White,Medium,Female,Some college,future_forward,0.5308580333959322,0.2395996294094931,0.6260564754044223,51.48865124914304,90.7289428426219,1,0,0,0,Future Forward,1
4322,GA-06,18-29,White,High,Female,Some college,future_forward,0.49727936533523687,0.18955768091763267,0.8729151351184222,63.12796388966468,14.399679935254056,1,0,1,1,Future Forward,0
4323,AZ-01,30-44,White,Low,Male,Some college,future_forward,0.6971853431936692,0.11251052496661648,0.5031329252654845,30.60336666426541,73.08100023602643,1,0,0,1,Future Forward,1
4324,NC-13,30-44,Latino,Medium,Female,Graduate,control,0.47440693109036686,0.2602495044810214,0.7065756572667743,68.17448947111347,67.9071117659034,1,0,0,1,Control,1
4325,TX-32,30-44,Asian,Medium,Female,College+,community_voice,0.4809060035063735,0.5024208979501361,0.7494166713443807,96.22358871759053,41.946311927605834,1,0,0,1,Community Voice,1
4326,NC-13,18-29,Asian,Medium,Female,College+,economic_security,0.5765747329326493,0.08546180735085049,0.25679824887664754,37.124872279201426,66.323569998749,1,1,1,0,Economic Security,0
4327,TX-32,45-64,White,High,Female,Graduate,control,0.2905211395809876,0.3931015022262184,0.46545102398514454,40.780587255527834,74.66779747859896,1,0,1,0,Control,2
4328,MI-08,45-64,White,Medium,Male,Some college,economic_security,0.5616122380846746,0.6825963642678006,0.14635382889476456,74.18311276678946,52.970689652937175,0,1,0,0,Economic Security,2
4329,TX-32,30-44,White,Medium,Female,High school,economic_security,0.42670618712447267,0.3928728859244442,0.6352158061679333,49.22718529471019,67.5126927864982,1,0,1,1,Economic Security,1
4330,AZ-01,30-44,Black,Low,Female,College+,control,0.8075236735987313,0.6146066983483249,0.4880583250455565,73.0944884326469,63.95430400376828,1,0,0,1,Control,1
4331,MI-08,65+,Latino,Medium,Female,College+,future_forward,0.7889063998231428,0.33322844100517773,0.5657062207710287,56.05220997376792,57.11902316039413,1,1,1,1,Future Forward,3
4332,GA-06,45-64,Latino,Medium,Female,College+,economic_security,0.912643718841094,0.4729494456862308,0.1764228422841611,68.68573262546833,51.43963519120522,1,1,1,1,Economic Security,2
4333,TX-32,65+,Latino,High,Female,Some college,economic_security,0.3958433529002933,0.22451397559430877,0.23262465671067586,46.13914936160855,63.376418880325524,0,0,0,0,Economic Security,3
4334,NC-13,45-64,White,Medium,Male,Some college,future_forward,0.5452594238937144,0.42891307735569,0.6656450970762828,89.0183470178507,57.692871198937695,1,0,1,1,Future Forward,2
4335,PA-07,18-29,White,High,Male,Some college,control,0.9034666667180172,0.3421849797968698,0.1653814755320933,34.94652150106257,53.71735148368348,1,0,1,1,Control,0
4336,GA-06,45-64,White,High,Female,High school,community_voice,0.6078381898564481,0.48988298234004346,0.8238386210285347,74.50392148429447,78.85025236190631,1,0,1,1,Community Voice,2
4337,TX-32,18-29,Black,Low,Female,Some college,community_voice,0.7846556395012028,0.12966847744400692,0.3861150217033081,53.830883910035446,49.15041079121642,0,0,0,0,Community Voice,0
4338,WI-03,18-29,White,Medium,Female,College+,community_voice,0.5106880587040509,0.14755513111207133,0.611955225019963,76.62186918262053,62.33203765003458,0,0,0,0,Community Voice,0
4339,AZ-01,45-64,Multi/Other,High,Female,High school,economic_security,0.3495390948111364,0.09877644447068078,0.6225785387109738,48.59494389750388,51.742570322087595,1,0,1,1,Economic Security,2
4340,MI-08,18-29,White,High,Male,Some college,economic_security,0.6781613828023686,0.0674174697031665,0.4981194399367625,47.908301901723746,54.7841616301942,1,0,0,1,Economic Security,0
4341,WI-03,18-29,White,Medium,Female,High school,community_voice,0.7183831737838675,0.2304869201426576,0.5718104016077454,64.96107726554864,33.171978464426566,1,0,1,1,Community Voice,0
4342,TX-32,65+,Black,High,Male,Graduate,control,0.9499471405171032,0.09662927164686465,0.09861556655445523,61.26225835757319,49.94070248874761,1,0,1,0,Control,3
4343,WI-03,30-44,White,Low,Female,High school,future_forward,0.38353743204316476,0.2016243925336005,0.4972593328235321,44.10366314595457,56.893198844693806,1,0,1,1,Future Forward,1
4344,GA-06,45-64,White,Low,Female,High school,community_voice,0.6583186876268927,0.09646752724499608,0.7159879250709179,38.98781021945741,51.28979861380191,0,0,0,0,Community Voice,2
4345,NC-13,45-64,White,Medium,Male,High school,future_forward,0.6241541515534738,0.26185748700541783,0.7088381060894581,44.071924003242046,53.03099417686219,1,1,0,1,Future Forward,2
4346,AZ-01,30-44,Latino,High,Male,High school,control,0.32807618312632675,0.19924656374638347,0.7571352068302818,55.18455679270425,64.60238790792948,1,0,1,1,Control,1
4347,NC-13,45-64,Black,Low,Male,Some college,community_voice,0.38328246846403646,0.7587759336222112,0.7917726902057491,73.11638862626825,56.20087728123677,0,0,0,0,Community Voice,2
4348,PA-07,18-29,White,Low,Male,Some college,community_voice,0.3806870706333776,0.05525023381304225,0.11852940145017607,57.06031245616723,44.004230545555515,0,0,0,0,Community Voice,0
4349,MI-08,18-29,White,Medium,Female,Some college,future_forward,0.48834656008879535,0.19176410036357994,0.6487261801826588,65.37909845533298,54.10530544305849,0,0,0,0,Future Forward,0
4350,NC-13,45-64,White,Low,Male,College+,community_voice,0.7123507026250001,0.24109820096536697,0.5192139088816581,82.50919117272431,72.02548709654415,1,0,0,1,Community Voice,2
4351,MI-08,30-44,White,Low,Male,Some college,future_forward,0.9345360774583605,0.36257695525233713,0.595362242257948,56.77540285125228,78.29445492863016,1,0,1,0,Future Forward,1
4352,AZ-01,18-29,White,Medium,Female,College+,economic_security,0.6707056102060885,0.5509169060521301,0.45071438059455576,68.48777781091565,82.27415566532336,1,0,1,1,Economic Security,0
4353,AZ-01,30-44,Black,Medium,Male,Graduate,community_voice,0.4750801106185557,0.22893270343655014,0.43915294733155047,73.40600210719107,31.615884367662517,1,0,0,1,Community Voice,1
4354,TX-32,45-64,White,Low,Female,Some college,economic_security,0.7983510223973701,0.34074036511467315,0.2308042948768257,49.24968034692791,58.5332698165556,1,1,0,1,Economic Security,2
4355,AZ-01,30-44,Black,Low,Male,High school,future_forward,0.2329834086017769,0.11937691117460074,0.2914291132552224,67.94414176949341,52.399833002197425,0,0,0,1,Future Forward,1
4356,WI-03,45-64,Latino,Medium,Female,College+,community_voice,0.5968132871499505,0.45865146382368965,0.349597094557929,52.003166065777826,50.44037629079625,1,0,1,1,Community Voice,2
4357,WI-03,30-44,White,Low,Female,High school,control,0.24566736796717803,0.29356736277124823,0.4695912346019792,74.81658097639344,74.30322588745581,1,0,0,1,Control,1
4358,WI-03,45-64,White,High,Male,College+,control,0.6784526549140896,0.4471767020311752,0.1514725382572173,39.59987033735635,56.469895895759116,1,0,1,1,Control,2
4359,TX-32,65+,Black,Medium,Female,Some college,community_voice,0.7007742917082407,0.08774281882561702,0.7740070710602047,81.1829552295056,56.253316229534526,1,0,1,1,Community Voice,3
4360,AZ-01,45-64,White,Medium,Male,College+,economic_security,0.8300707582341859,0.4015158626704903,0.32485561395723095,85.49304253382627,36.169628288965114,1,0,1,0,Economic Security,2
4361,AZ-01,45-64,Asian,Low,Female,College+,control,0.5884259959862267,0.21628859147963378,0.10104375688587322,75.87541124709992,56.10444759144297,1,1,1,1,Control,2
4362,MI-08,45-64,Latino,Low,Female,Some college,economic_security,0.3491702228693129,0.271765824091282,0.8045694859054484,31.606244353343737,64.20632792231287,0,1,0,0,Economic Security,2
4363,GA-06,30-44,White,High,Female,High school,economic_security,0.33452817863920786,0.3044955975048101,0.33498094708589155,75.51399264230456,70.39718414722877,1,0,1,1,Economic Security,1
4364,AZ-01,18-29,Latino,Low,Female,High school,economic_security,0.45616840008889536,0.18862460237322887,0.4825981527309392,33.44633599129848,45.83360631691608,1,0,0,1,Economic Security,0
4365,WI-03,45-64,Black,Low,Male,Some college,economic_security,0.5821071836777629,0.31697302560381124,0.411347722530872,72.07052275952158,57.67613454261176,1,0,1,1,Economic Security,2
4366,WI-03,18-29,Latino,High,Female,Graduate,economic_security,0.6945094715032196,0.1511369991883904,0.6246414945899965,51.84222484142976,62.325753125569285,1,0,1,1,Economic Security,0
4367,TX-32,30-44,White,Medium,Male,High school,community_voice,0.1910676269390059,0.011704963970223982,0.4861253067285158,73.17256277479133,51.47331624251444,1,0,1,1,Community Voice,1
4368,MI-08,30-44,White,Medium,Female,Some college,community_voice,0.8240813258301033,0.46693204397889465,0.8933962836097077,64.58960979280918,36.44061276408013,1,0,0,1,Community Voice,1
4369,TX-32,65+,Asian,Low,Male,College+,economic_security,0.5091303108244403,0.09637630649263092,0.7131360981666016,54.716833487138786,75.78859549913211,0,0,0,0,Economic Security,3
4370,TX-32,30-44,White,Low,Male,High school,community_voice,0.6953748813045525,0.42581080409576855,0.7786282131156698,64.60015738969095,58.92648684404708,1,0,1,1,Community Voice,1
4371,MI-08,30-44,White,High,Male,Graduate,community_voice,0.6353704167878194,0.22257170409807403,0.575805326776978,51.100674387589216,72.54644289616505,1,0,1,0,Community Voice,1
4372,GA-06,30-44,White,High,Male,Graduate,control,0.3252862276335456,0.40844331962410046,0.29025410006636665,49.727678483621574,44.03580482295139,0,0,0,0,Control,1
4373,GA-06,18-29,Black,Low,Female,High school,control,0.5106521283511538,0.4134099281202795,0.520575678015313,45.074210132513855,54.69237719688374,0,0,0,0,Control,0
4374,NC-13,30-44,Black,Medium,Male,Some college,economic_security,0.6297874177575762,0.32302284775226947,0.3266030294686206,76.52225815606195,71.94479801355116,1,1,1,1,Economic Security,1
4375,TX-32,45-64,Black,Low,Male,High school,economic_security,0.45609063217055557,0.3192940951186894,0.5913097552225565,51.44929702425479,60.96373337144429,1,0,0,1,Economic Security,2
4376,AZ-01,18-29,White,High,Male,College+,economic_security,0.5971609988083647,0.24702627835341698,0.35317552999953594,82.1433811817229,56.71930349187536,1,1,1,1,Economic Security,0
4377,NC-13,30-44,White,Medium,Female,Graduate,economic_security,0.5927257331394465,0.528723053353027,0.7356395718864438,63.9239783308805,41.52408458074293,1,0,0,1,Economic Security,1
4378,MI-08,65+,White,Low,Male,High school,economic_security,0.6792255951000299,0.19469814342671052,0.19294733266435435,85.84800739563266,65.60149865899133,0,0,0,0,Economic Security,3
4379,WI-03,30-44,Multi/Other,Medium,Male,College+,community_voice,0.8233509857062101,0.618003752009648,0.5211802541173557,77.2155887803152,55.781006300313294,1,1,0,1,Community Voice,1
4380,GA-06,45-64,Latino,Low,Male,Some college,future_forward,0.5147499692423194,0.2989452136763392,0.22735843142782794,59.234910552945585,51.50303620529315,0,0,0,1,Future Forward,2
4381,PA-07,65+,Latino,High,Male,High school,future_forward,0.6260372332191462,0.023022266164797852,0.20410513737362818,69.86188569880113,60.17583432266677,1,0,1,1,Future Forward,3
4382,MI-08,18-29,Multi/Other,Low,Male,Some college,future_forward,0.6320705096219795,0.2900207619649144,0.6447984416144039,58.494401054966424,67.94524663937932,1,1,1,1,Future Forward,0
4383,PA-07,30-44,Latino,Medium,Male,College+,community_voice,0.5873511539489278,0.06861253279383298,0.20937750624845863,80.81152797582597,58.76330747430773,0,0,0,1,Community Voice,1
4384,TX-32,45-64,White,Medium,Male,Some college,control,0.6129905488281123,0.030781025874077356,0.8230321981785265,20.42769243251808,75.80905756779303,0,0,0,0,Control,2
4385,TX-32,45-64,White,Low,Female,High school,economic_security,0.45329408124415993,0.1118123358343702,0.7304099301730197,68.79776020745263,78.11009618036333,1,0,1,1,Economic Security,2
4386,TX-32,45-64,Latino,Low,Male,Some college,control,0.8445679153913164,0.3456508598702465,0.8969593838446103,42.33281084017798,52.78178852114735,1,0,0,0,Control,2
4387,MI-08,45-64,Latino,Medium,Female,High school,future_forward,0.6719972999730933,0.5196885928467002,0.41411266172673117,63.22478594183046,55.39626542624158,0,0,0,1,Future Forward,2
4388,MI-08,18-29,Latino,Medium,Female,High school,economic_security,0.6173387529054357,0.25419852554116185,0.5560084600430031,72.21878617242083,78.56462841820122,1,0,1,1,Economic Security,0
4389,GA-06,18-29,Latino,Low,Male,High school,control,0.6522744251061557,0.31295551528600135,0.3077218302758823,82.25651661121711,76.9980347409954,1,0,0,1,Control,0
4390,MI-08,18-29,Black,High,Female,High school,future_forward,0.6033732433809919,0.39416056105168434,0.9111029479246818,70.18017234365391,72.57071996133406,1,0,1,1,Future Forward,0
4391,AZ-01,65+,White,High,Male,High school,control,0.5180559459037607,0.15538754320400455,0.5739291327245933,53.25430131829075,62.39953152629632,1,0,0,1,Control,3
4392,TX-32,18-29,Black,Medium,Male,Graduate,community_voice,0.3706324447964327,0.22627753775317438,0.3567946817603026,50.48282592002854,42.2102462524321,1,0,0,1,Community Voice,0
4393,AZ-01,45-64,Latino,High,Female,Graduate,community_voice,0.27905213631138687,0.19345446666027794,0.6329130168358275,68.46476383778953,56.08060135528568,1,0,0,0,Community Voice,2
4394,GA-06,18-29,Latino,High,Female,High school,economic_security,0.7320345953721175,0.15872769507518425,0.9180992006184129,50.43090195782325,42.769731596385036,1,0,1,1,Economic Security,0
4395,TX-32,65+,White,Low,Male,High school,control,0.5260913364970113,0.3036654271144081,0.13855920045415773,87.5712676953606,71.60810709547614,0,0,0,1,Control,3
4396,TX-32,45-64,White,Low,Male,Some college,community_voice,0.5866241989729113,0.2206081631682926,0.7422480839504128,42.53265067968813,50.17303758344879,0,0,0,0,Community Voice,2
4397,WI-03,45-64,Asian,High,Male,College+,economic_security,0.42248144435040264,0.09497082371829507,0.6830224424852699,23.314474155191014,88.09612740579675,1,0,1,1,Economic Security,2
4398,MI-08,65+,Latino,Medium,Female,Graduate,control,0.38603901144175606,0.16811675912390212,0.38687053724843123,64.79650358190442,52.44063388072542,1,0,1,1,Control,3
4399,AZ-01,45-64,White,High,Male,Some college,control,0.9287040590079275,0.32032124213582114,0.782046360704814,36.71732989470901,52.680327214716904,0,1,0,1,Control,2
4400,TX-32,65+,White,Low,Female,Some college,economic_security,0.5553158076393991,0.26800881429934076,0.436764733956888,69.73381814263459,77.77680369145395,1,0,0,1,Economic Security,3
4401,MI-08,65+,Black,Medium,Female,Some college,economic_security,0.8744491267351221,0.31151055712044645,0.7186358386810803,71.19521486132656,25.202028213456405,1,0,0,1,Economic Security,3
4402,TX-32,18-29,Latino,High,Female,Some college,control,0.8809490660087019,0.061968497968055494,0.8405365528308876,61.433043603564386,68.10417050394949,1,0,1,1,Control,0
4403,AZ-01,18-29,White,Medium,Male,College+,economic_security,0.5074379573998319,0.3176172702351804,0.5993661911622008,56.03242724207719,86.40857308041343,1,0,1,1,Economic Security,0
4404,AZ-01,45-64,Multi/Other,Medium,Male,High school,future_forward,0.5303971654666796,0.1648878450373949,0.15696515779318684,54.4283715967697,69.19060646457636,0,0,0,0,Future Forward,2
4405,PA-07,45-64,White,Medium,Male,Graduate,control,0.5435086255566361,0.2148416189441015,0.34388642030792244,69.01400298497187,68.36539038853046,0,0,0,0,Control,2
4406,PA-07,18-29,Latino,Low,Female,Some college,community_voice,0.5019117283253265,0.20817867930541284,0.7718820721556384,63.05467038951748,79.49120172682622,1,0,0,1,Community Voice,0
4407,NC-13,45-64,White,Low,Male,Graduate,economic_security,0.44414622696393913,0.12555665803227353,0.4827502347038927,90.02182999711113,61.34001892020962,1,0,0,1,Economic Security,2
4408,NC-13,45-64,White,Medium,Male,Some college,control,0.5076720979518671,0.2323643552326714,0.6446788110850644,81.88387969302532,54.91323103023697,1,1,0,1,Control,2
4409,PA-07,30-44,White,Medium,Female,High school,community_voice,0.4156204175644314,0.05207794651380436,0.6071405442848056,38.495878162294304,49.35058790558223,0,0,0,0,Community Voice,1
4410,GA-06,18-29,Black,Medium,Male,Some college,control,0.98,0.08819243858465306,0.44343332256726165,26.587283781596646,40.47656515504316,0,0,0,0,Control,0
4411,AZ-01,65+,Latino,High,Female,High school,future_forward,0.19202769467637648,0.3626726334585927,0.3133265448494007,58.15257796030188,65.03103327180177,1,0,0,1,Future Forward,3
4412,MI-08,30-44,Asian,Medium,Male,Graduate,future_forward,0.6630268205864621,0.48089479835647425,0.7702877499425095,37.91025022215476,32.81735475888216,1,0,1,1,Future Forward,1
4413,NC-13,18-29,Black,High,Male,Some college,control,0.7305262407294344,0.07899755372282018,0.3702697912570504,50.322668344069484,54.72653127312159,1,0,1,1,Control,0
4414,GA-06,45-64,White,Medium,Female,Graduate,community_voice,0.6112673345882629,0.2384681630005012,0.3459917019563315,73.95577089641141,53.97295404064579,0,1,0,0,Community Voice,2
4415,GA-06,65+,White,High,Female,Graduate,economic_security,0.6175048446829027,0.07687709219426352,0.7104692540345998,37.21805101928962,81.28843464726701,0,0,0,0,Economic Security,3
4416,NC-13,30-44,White,Medium,Female,High school,control,0.6953803061605095,0.5366271771702349,0.08780486010936968,75.177076805804,55.113284727924224,0,0,0,0,Control,1
4417,NC-13,45-64,Latino,High,Female,Graduate,community_voice,0.6136590510288373,0.2264305762908838,0.7016300425933543,34.54397765554444,48.38727285751016,1,0,1,1,Community Voice,2
4418,MI-08,18-29,White,Low,Male,College+,community_voice,0.7145839532760252,0.3874355438402469,0.8673612690692497,51.705457814923534,34.80601428593904,0,0,0,0,Community Voice,0
4419,WI-03,45-64,White,Medium,Female,High school,control,0.47777013844819216,0.45786215349581466,0.20884816142140672,45.834406846810325,56.33518326953577,0,0,0,0,Control,2
4420,WI-03,65+,Black,Low,Female,Graduate,future_forward,0.45290593914394245,0.2896701130833904,0.447668298207729,43.81991558166358,64.69820918845512,0,0,0,0,Future Forward,3
4421,AZ-01,45-64,Latino,Low,Male,College+,community_voice,0.4923581179119373,0.5838899258652618,0.589228591462424,49.742879037645785,48.629831394462975,0,0,0,0,Community Voice,2
4422,NC-13,30-44,Multi/Other,High,Female,Some college,economic_security,0.025174711052173452,0.10088645995705821,0.7707996936709712,65.68853525641458,57.58053188150618,0,1,0,0,Economic Security,1
4423,GA-06,30-44,White,High,Female,Some college,community_voice,0.42787268097186787,0.2661267933325044,0.7195578872613533,68.1449483770926,92.26206901163837,0,0,0,0,Community Voice,1
4424,MI-08,45-64,White,Medium,Male,Some college,future_forward,0.49392453607783854,0.26333536137016034,0.42731551716291555,67.8170114343415,60.6033772981283,0,0,0,0,Future Forward,2
4425,AZ-01,30-44,White,Low,Male,Some college,community_voice,0.7266578236402899,0.07724387595999507,0.7529593673390103,10.0,51.43103741988632,1,1,0,1,Community Voice,1
